"repo","level","compatLabel","minTrain","coversCurrent","manifestType","pkgName","engines","evidence"
"ShawnSiao/dsh-agent-eval","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"joyfoxai/dsh-eco-router","B","declared-deps","","false","none","@joyfoxai/dsh-eco-router","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent@^0.1.0-rc.5, @deepseek-ai/dsh-fs@^0.1.0-rc.5, @deepseek-ai/dsh-llm@^0.1.0-rc.5, @deepseek-ai/dsh-settings@^0.1.0-rc.5, @deepseek-ai/dsh-tools@^0.1.0-rc.5, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-settings-plugins@^0.1.0-rc.5, @deepseek-ai/dsh-agent-default-model@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.5, @deepseek-ai/dsh-client-connection@^0.1.0-rc.5, @deepseek-ai/dsh-api-remotes@^0.1.0-rc.5"
"benzhoupo/dsh-effort-config","B","declared","","false","cordis.patch.yml","dsh-effort-config","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"XCNXNXNX/dsh-portable-tavern","B","declared","","true","cordis.patch.yml","dsh-portable-tavern","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@*, @deepseek-ai/dsh-host-webserver@*, @deepseek-ai/dsh-llm@*, @deepseek-ai/dsh-client-runtime@*, @deepseek-ai/dsh-client-ui-slots@*"
"oitsukiii/deepseek-harness-lan","C","unknown","","false","none","","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"cesaryike/dsh-image-to-path","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-image-to-path","{""node"":"">=22.19.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.0-rc.7, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-agent-default-model@^0.1.0-rc.6"
"xiaoshihou514/dsh-vision","A","0.1.1-rc.2+","0.1.1-rc.2","true","cordis.patch.yml","dsh-vision","{""node"":""^22.19.0 || >=24""}","cordis.patch.yml; ranges cover current (min=0.1.1-rc.2): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent@^0.1.1-rc.2, @deepseek-ai/dsh-attachment@^0.1.1-rc.2, @deepseek-ai/dsh-credentials@^0.1.1-rc.2, @deepseek-ai/dsh-llm@^0.1.1-rc.2, @deepseek-ai/dsh-session@^0.1.1-rc.2, @deepseek-ai/dsh-settings@^0.1.1-rc.2, @deepseek-ai/dsh-system-prompt@^0.1.1-rc.2, @deepseek-ai/dsh-tools@^0.1.1-rc.2, @deepseek-ai/dsh-client-runtime@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-slots@^0.1.1-rc.2, @deepseek-ai/dsh-client-connection@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings-plugins@^0.1.1-rc.2"
"gordonlu/dsh-context-lens","B","declared","","false","cordis.patch.yml","dsh-context-lens","{""node"":"">=20.19.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@4.0.1, @deepseek-ai/dsh-brand@file:./vendor-stubs/dsh-brand, @deepseek-ai/dsh-client-locale@file:./vendor-stubs/dsh-client-locale, @deepseek-ai/dsh-client-runtime@file:./vendor-stubs/dsh-client-runtime, @deepseek-ai/dsh-client-ui-conversation@file:./vendor-stubs/dsh-client-ui-conversation, @deepseek-ai/dsh-client-ui-slots@file:./vendor-stubs/dsh-client-ui-slots, @deepseek-ai/dsh-invariants@file:./vendor-stubs/dsh-invariants, @deepseek-ai/dsh-llm@file:./vendor-stubs/dsh-llm, @deepseek-ai/dsh-session@file:./vendor-stubs/dsh-session, @deepseek-ai/dsh-session-projection@file:./vendor-stubs/dsh-session-projection"
"sjscy05/matlab-modelsim-vivado-plugin","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","mmv-dspic","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"YYTbit/dsh-plugin-agent-dashboard","B","runtime-injected","","false","cordis.patch.yml","dsh-plugin-agent-dashboard","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"cute-baobao/dsh-usage-meter","B","0.1.0-rc.6+(inferred)","0.1.0-rc.6","false","cordis.patch.yml","@dsh-usage-meter/usage","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-connection@0.1.0-rc.6, @deepseek-ai/dsh-client-locale@0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@0.1.0-rc.6, @deepseek-ai/dsh-home-paths@0.1.0-rc.6, @deepseek-ai/dsh-session@0.1.0-rc.6, @deepseek-ai/dsh-typert-protocol@0.1.0-rc.6, @deepseek-ai/dsh-typert-registry@0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/dsh-llm@0.1.0-rc.6"
"huguangyu666/dsh-plugin-session-import","B","declared","","false","cordis.patch.yml","dsh-plugin-session-import","{""node"":"">=22.5""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh@>=0.1.0-rc.6, @deepseek-ai/dsh-client-locale@>=0.1.0-rc.6"
"ropon/dsh-plugin-clawrouters","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-plugin-clawrouters","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-attachment@^0.1.0-rc.6, @deepseek-ai/dsh-attachment-local@^0.1.0-rc.6, @deepseek-ai/dsh-credentials@^0.1.0-rc.6, @deepseek-ai/dsh-launch-environment@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6"
"Bandersnatch0x/amber-protocol","C","unknown","","false","none","amber-protocol","{""node"":""^20.19.0 || ^22.12.0 || >=23"",""npm"":"">=9.0.0""}","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"Demogorgon314/dsh-resume-plugin","B","declared","","false","cordis.patch.yml","dsh-resume-plugin","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-skill@>=0.1.0-rc.5 <1"
"suimi8/dsh-cost-ledger","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-cost-ledger","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-locale@0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@0.1.0-rc.6, @deepseek-ai/dsh-settings@^0.1.0-rc.6"
"BiBoyang/dsh-eval-harness","D","old-line","0.0.1-rc.1","false","cordis.patch.yml","dsh-eval-harness","{""node"":"">=22.15.0""}","runtime deps exclude current: @deepseek-ai/dsh-llm@0.0.1-rc.1, @deepseek-ai/dsh-scope@0.0.1-rc.1, @deepseek-ai/dsh-session@0.0.1-rc.1, @deepseek-ai/dsh-timeout@0.0.1-rc.1, @deepseek-ai/dsh-tools@0.0.1-rc.1"
